;id;model;years;search;Price:;New Price Roadworthy:;Road Tax / 3 Months:;Body Type:;Transmission:;Drive Wheel :;Engine/motor Type:;Fuel Type:;Power:;Total Max. Power (kW):;Top Speed:;Acceleration 0-100 Km / H:;Practice Consumption Monitor:;Cylinders:;Valves Per Cylinder:;Engine Capacity:;Bore X Stroke:;Compression Ratio:;Urban Consumption:;Extra-urban Consumption:;Combined Consumption:;Co2 Emissions:;Energy Label:;Low Consumption:;Medium Consumption:;High Consumption:;Very High Consumption:;Front Suspension:;Rear Suspension:;Front Stabilizer:;1st Gear:;2nd Gear:;3rd Gear:;4th Gear:;5th Gear:;Curb Weight:;Max. Payload:;Max. Permissible Mass:;Max. Front Axle Mass:;Max. Rear Axle Mass:;Cargo Capacity:;Length Min./max.:;Width Min./max.:;Height:;Height Of Lift Threshold:;Length:;Width:;Wheelbase:;Front Track Width:;Distance Backrest / Pedals:;Front Headroom:;Front Backrest Length:;Front Seat Length:;Front Entry Height:;Crash Test Result:;ABS:;Brake Force Distribution:;Brake Assist:;Emergency Braking Assistance:;Central Door Locking:;Keyless Entry/start:;Start Button:;Control Circuit:;Electric Windows:;Height Adjustment Seat:;Lumbar Support Seat:;Electric Adjustment Seat:;Heated Seats:;Ventilated Seats:;Interval Wiper (s):;Alloy Wheels:;Sliding / Tilting Roof:;Panoramic Roof:;Roof Rails:;Service:;General Warranty:;Body Warranty:;New Price Tax:;New Price 2012:;New Price 2011:;New Price 2010:;New Price 2009:;New Price 2008:;Occasion Price 2012:;Occasion Price 2011:;Occasion Price 2010:;4 Years Depreciation:;Motor Vehicle Tax:;Insurance:;Fuel Costs:;Maintenance:;New Price 2007:;New Price 2006:;New Price 2005:;New Price 2004:;New Price 2014:;New Price 2013:;Occasion Price 2014:;Occasion Price 2013:;New Price 2015:;Occasion Price 2015:;New Price 2003:;New Price 2002:;New Price 2001:;New Price 1982:;New Price 1981:;New Price 1980:;New Price 1979:;New Price 1985:;New Price 1984:;New Price 1983:;New Price 1989:;New Price 1988:;New Price 1987:;New Price 1986:;New Price 1998:;New Price 1997:;New Price 2000:;New Price 1999:;New Price 2016:;Occasion Price 2016:;New Price 1996:;New Price 1995:;New Price 1994:;New Price 1993:;New Price 1992:;New Price 1991:;New Price 1990:;New Price 2017:;Occasion Price 2017:;Engine Type:;Max Power:;Max. Power KW:;Max. Power Hp:;Max Torque:;New Price 1978:;New Price 1977:;New Price 2020:;New Price 2019:;New Price 2018:;Occasion Price 2019:;Occasion Price 2018:;Net Price:;VAT:;BPM (fixed):;Power Consumption:;Battery Range:;Total Max. Power (hp):;Back Door Wxh:
3713;3713;Fiat Tipo 1.4 16v Pop 2016 Manual 4 doors specs;"2016 - 2018
4 doors, Sedan";;€ 19.685;n/a;€ 115 - € 128;4-doors, sedan;6 speed manual transmission;front;fuel engine;gasoline;70 kw (95 hp);70;185 km/h;11,5 s;9,0 l/100km (1);4, in line;4;1368 cc;72,0 x 84,0 mm;11,0 :1;7,7 l/100km;4,6 l/100km;;133 g/km;d;;;;;coil springs;coil springs;yes;3,90:1;2,17:1;1,35:1;0,97:1;0,77:1;1125 kg;525 kg;1650 kg;- kg;- kg;520 l;;;1497 mm;;4532 mm;1792 mm;2636 mm;- mm;;;;;580 mm;***;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;n/a;30.000 km / 2 year;2 year, unlimited;12 year;€ 19.685;;;;;;;;;€ 227;€ 38;€ 45;€ 145;€ 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 19.495;€ 9.800;;;;;;;;€ 19.685;€ 11.400;;;;;;;;;;€ 19.685;;€ 13.200;;;;;;;
3714;3714;Fiat Tipo Stationwagon 1.4 16v Pop 2017 Manual 5 doors specs;"2017 - 2019
5 doors, Station wagon";;€ 20.185;n/a;€ 136 - € 152;5-doors, station wagon;6 speed manual transmission;front;fuel engine;gasoline;70 kw (95 hp);70;185 km/h;12,1 s;n.b.;4, in line;4;1368 cc;72,0 x 84,0 mm;11,0 :1;7,7 l/100km;4,5 l/100km;;129 g/km;c;;;;;coil springs;coil springs;yes;3,90:1;2,17:1;1,35:1;0,97:1;0,77:1;1180 kg;575 kg;1755 kg;- kg;- kg;550-1650 l;;;1514 mm;630 mm;4571 mm;1792 mm;2636 mm;1542 mm;920-1080 mm;950-1020 mm;640 mm;520 mm;580 mm;***;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);€ 495;n/a;n/a;yes;30.000 km / 2 year;2 year, unlimited;12 year;€ 20.185;;;;;;;;;€ 233;€ 45;€ 47;€ 145;€ 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 20.185;€ 11.700;;;;;;;;;€ 20.185;€ 20.185;€ 15.500;€ 13.500;;;;;;;
3715;3715;Fiat X 1/9 1500 1979 Manual 2 doors specs;"1979 - 1981
2 doors, Coupe";;€ 9.979;n/a;€ 72 - € 80;2-doors, coupé;5 speed manual transmission;front;fuel engine;gasoline;63 kw (85 hp);63;174 km/h;12,5 s;n.b.;4, in line;2;1498 cc;86,4 x 63,9 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;no;;;;;;920 kg;200 kg;1120 kg;- kg;- kg;280 l;;;1170 mm;;3969 mm;1590 mm;2202 mm;1335 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 9.979;;;;;;;;;€ 118;€ 0;€ 28;€ 224;€ 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3716;3716;Ford Fiesta 1.1 70hp Trend 2017 Manual 3 doors specs;"2017 - 2019
3 doors, Hatchback";;€ 16.115;n/a;€ 93 - € 104;3-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;51 kw (70 hp);51;160 km/h;14,9 s;2,3 l/100km (1);3, in line;4;1084 cc;73,0 x 86,3 mm;12,0 :1;5,6 l/100km;3,7 l/100km;;101 g/km;d;;;;;coil springs;coil springs;yes;;;;;;1013 kg;607 kg;1620 kg;- kg;- kg;303-984 l;;;1483 mm;710 mm;4040 mm;1734 mm;2493 mm;1508 mm;900-1150 mm;900-950 mm;670 mm;520 mm;560 mm;*****;yes;yes;yes;n/a;yes;yes;yes;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);€ 800;n/a;n/a;n/a;30.000 km / 1 year;2 year, unlimited;12 year;€ 16.115;;;;;;;;;€ 171;€ 31;€ 39;€ 112;€ 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 15.045;€ 9.700;;;;;;;;;€ 16.115;€ 15.615;€ 12.800;€ 11.100;;;;;;;
3717;3717;Ford Fiesta 1.0 65hp Ambiente 2012 Manual 5 doors specs;"2014 - 2016
5 doors, Hatchback";;€ 13.815;n/a;€ 93 - € 104;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;48 kw (65 hp);48;155 km/h;16,8 s;6,0 l/100km (7);3, in line;4;999 cc;71,9 x 82,0 mm;12,0 :1;5,1 l/100km;3,8 l/100km;;99 g/km;b;;;;;coil springs;coil springs;yes;3,58:1;1,93:1;1,28:1;0,95:1;0,76:1;954 kg;541 kg;1495 kg;- kg;- kg;295-979 l;580 mm / 1300;1000 mm / 1000;1495 mm;710 mm;3969 mm;1722 mm;2489 mm;1493 mm;910-1120 mm;935-1010 mm;620 mm;485 mm;550 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;€ 250;n/a;yes(adjustable);n/a;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;12 year;€ 13.815;;;;;;;;;€ 148;€ 31;€ 34;€ 110;€ 47;;;;;€ 13.145;;€ 5.400;;€ 13.815;€ 6.400;;;;;;;;;;;;;;;;;;;€ 13.815;€ 7.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3718;3718;Ford Fiesta 1.1 70hp Trend 2017 Manual 5 doors specs;"2017 - 2019
5 doors, Hatchback";;€ 16.385;n/a;€ 93 - € 104;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;51 kw (70 hp);51;160 km/h;14,9 s;n.b.;3, in line;4;1084 cc;73,0 x 86,3 mm;12,0 :1;5,6 l/100km;3,7 l/100km;;101 g/km;d;;;;;coil springs;coil springs;yes;;;;;;1035 kg;605 kg;1640 kg;- kg;- kg;303-984 l;;;1483 mm;710 mm;4040 mm;1734 mm;2493 mm;1508 mm;900-1150 mm;900-950 mm;670 mm;520 mm;560 mm;*****;yes;yes;yes;n/a;yes;yes;yes;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);€ 800;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;12 year;€ 16.385;;;;;;;;;€ 177;€ 31;€ 39;€ 112;€ 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 15.545;€ 9.900;;;;;;;;;€ 16.765;€ 16.115;€ 13.100;€ 11.400;;;;;;;
3719;3719;Ford Focus Wagon 1.0 EcoBoost 100hp Trend 2014 Manual 5 doors specs;"2014 - 2018
5 doors, Station wagon";;€ 22.570;n/a;€ 136 - € 152;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;74 kw (100 hp);74;185 km/h;12,7 s;6,7 l/100km (5);3, in line;4;998 cc;71,9 x 82,0 mm;10,0 :1;5,9 l/100km;4,2 l/100km;;109 g/km;a;;;;;coil springs;coil springs;yes;3,58:1;1,93:1;1,28:1;0,95:1;0,76:1;1213 kg;687 kg;1900 kg;- kg;- kg;490-1516 l;;;1505 mm;620 mm;4560 mm;1823 mm;2648 mm;1544 mm;950-1190 mm;930-1000 mm;625 mm;505 mm;530 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);no;n/a;€ 250;n/a;yes(adjustable);n/a;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;12 year;€ 22.570;;;;;;;;;€ 231;€ 45;€ 51;€ 122;€ 51;;;;;€ 20.565;;€ 9.200;;€ 20.775;€ 10.800;;;;;;;;;;;;;;;;;;;€ 21.775;€ 12.600;;;;;;;;€ 21.940;€ 14.400;;;;;;;;;;€ 22.570;;€ 16.300;;;;;;;
3720;3720;Ford Granada 2.0 Custom 1977 Manual 4 doors specs;"1977 - 1981
4 doors, Sedan";;€ 10.784;n/a;€ 0;4-doors, sedan;4 speed manual transmission;rear;fuel engine;gasoline;74 kw (101 hp);74;165 km/h;12,4 s;n.b.;4, in line;2;1993 cc;90,8 x 77,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;- kg;- kg;- kg;- kg;- kg;400 l;;;1380 mm;;4630 mm;1740 mm;2770 mm;1510 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;1 year;€ 10.784;;;;;;;;;€ 104;€ 0;€ 15;€ 282;€ 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3721;3721;Ford Granada 2.0 Custom 1981 Manual 4 doors specs;"1981 - 1983
4 doors, Sedan";;€ 11.293;n/a;€ 136 - € 152;4-doors, sedan;4 speed manual transmission;front;fuel engine;gasoline;74 kw (101 hp);74;168 km/h;12,6 s;n.b.;4, in line;2;1993 cc;90,8 x 76,7 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,65:1;1,97:1;1,37:1;1,00:1;;1167 kg;583 kg;1750 kg;- kg;- kg;388 l;;;1380 mm;;4680 mm;1740 mm;2770 mm;1510 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;1 year;€ 11.293;;;;;;;;;€ 123;€ 0;€ 34;€ 273;€ 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3722;3722;Ford Granada Stationwagon 2.0 Custom 1977 Manual 5 doors specs;"1977 - 1981
5 doors, Station wagon";;€ 11.971;n/a;€ 0;5-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;74 kw (101 hp);74;165 km/h;12,4 s;n.b.;4, in line;2;1993 cc;90,8 x 77,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;- kg;- kg;- kg;- kg;- kg;510-2180 l;;;1380 mm;;4760 mm;1790 mm;2770 mm;1510 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;1 year;€ 11.971;;;;;;;;;€ 116;€ 0;€ 17;€ 282;€ 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3723;3723;Ford Granada Stationwagon 2.0 Custom 1981 Manual 5 doors specs;"1981 - 1983
5 doors, Station wagon";;€ 12.703;n/a;€ 157 - € 176;5-doors, station wagon;4 speed manual transmission;front;fuel engine;gasoline;74 kw (101 hp);74;162 km/h;13,2 s;n.b.;4, in line;2;1993 cc;90,8 x 76,7 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,65:1;1,97:1;1,37:1;1,00:1;;1262 kg;- kg;- kg;- kg;- kg;510-2149 l;;;1380 mm;;4800 mm;1740 mm;2770 mm;1510 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;1 year;€ 12.703;;;;;;;;;€ 140;€ 0;€ 37;€ 276;€ 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3724;3724;Ford Ka+ 1.2 Trend Essential 2016 Manual 5 doors specs;"2016 - 2018
5 doors, Hatchback";;€ 13.125;n/a;€ 93 - € 104;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;52 kw (70 hp);52;159 km/h;15,3 s;n.b.;4, in line;4;1196 cc;70,6 x 76,5 mm;11,0 :1;6,6 l/100km;4,0 l/100km;;114 g/km;d;;;;;coil springs;coil springs;yes;3,91:1;2,16:1;1,48:1;1,12:1;0,90:1;955 kg;545 kg;1500 kg;- kg;- kg;270-849 l;;;1524 mm;710 mm;3929 mm;1695 mm;2489 mm;1492 mm;900-1100 mm;930-1010 mm;630 mm;510 mm;585 mm;***;yes;yes;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;8 year;€ 13.125;;;;;;;;;€ 144;€ 31;€ 33;€ 127;€ 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 12.995;€ 6.800;;;;;;;;€ 13.295;€ 7.900;;;;;;;;;;€ 13.125;;€ 9.000;;;;;;;
3725;3725;Ford Kuga 1.5 EcoBoost 120hp 2WD Trend Essential 2016 Manual 5 doors specs;"2016 - 2019
5 doors, SUV";;€ 30.095;n/a;€ 200 - € 224;5-doors, suv/crossover;6 speed manual transmission;front;fuel engine;gasoline;80 kw (120 hp);80;180 km/h;12,5 s;8,0 l/100km (3);4, in line;4;1498 cc;79,0 x 76,4 mm;10,0 :1;7,8 l/100km;5,3 l/100km;;143 g/km;e;;;;;coil springs;coil springs;yes;3,82:1;2,15:1;1,42:1;1,03:1;1,13:1;1479 kg;621 kg;2100 kg;1125 kg;1075 kg;456-1603 l;;;1685 mm;;4531 mm;1838 mm;2690 mm;1563 mm;;;;;700 mm;*****;yes;yes;yes;n/a;yes;yes(start);yes;n/a;yes(front & rear);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;n/a;30.000 km / 1 year;2 year, unlimited;12 year;€ 30.095;;;;;;;;;€ 360;€ 67;€ 66;€ 158;€ 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 25.995;€ 14.500;;;;;;;;€ 26.995;€ 16.900;;;;;;;;;€ 30.095;€ 27.895;€ 23.000;€ 19.600;;;;;;;
3726;3726;Ford Maverick SWB 2.4i 1993 Manual 3 doors specs;"1993 - 1995
3 doors, SUV";;€ 27.676;n/a;€ 221 - € 248;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;91 kw (124 hp);91;160 km/h;13,2 s;n.b.;4, in line;3;2389 cc;89,0 x 96,0 mm;8,6 :1;- l/100km;- l/100km;;- g/km;;;;;;torsion bar;coil springs;yes;3,59:1;2,25:1;1,42:1;1,00:1;0,82:1;1590 kg;710 kg;2300 kg;- kg;- kg;335-1650 l;;;1805 mm;;4105 mm;1735 mm;2450 mm;1455 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;€ 903;€ 903;n/a;n/a;15.000 km / 1 year;3 year, unlimited;6 year;€ 27.676;;;;;;;;;€ 297;€ 0;€ 64;€ 306;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 27.676;€ 27.041;€ 27.041;;;;;;;;;;;;;;;;;;;;;;;;
3727;3727;Ford Maverick SWB 2.4i 1996 Manual 3 doors specs;"1996 - 1998
3 doors, SUV";;€ 25.407;n/a;€ 221 - € 248;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;85 kw (116 hp);85;160 km/h;13,7 s;n.b.;4, in line;3;2389 cc;89,0 x 96,0 mm;8,6 :1;15,2 l/100km;10,1 l/100km;;- g/km;;;;;;torsion bar;coil springs;yes;3,59:1;2,25:1;1,42:1;1,00:1;0,82:1;1605 kg;905 kg;2510 kg;- kg;- kg;335-1650 l;;;1830 mm;;4185 mm;1755 mm;2450 mm;1455 mm;;;;;;not tested;€ 1.357;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);yes(driver);n/a;n/a;n/a;yes(adjustable);€ 903;€ 903;n/a;n/a;15.000 km / 1 year;3 year, unlimited;6 year;€ 25.407;;;;;;;;;€ 269;€ 0;€ 61;€ 303;€ 64;;;;;;;;;;;;;;;;;;;;;;;;;€ 25.407;€ 25.407;;;;;€ 25.407;;;;;;;;;;;;;;;;;;;;;;;;;;;
3728;3728;Ford Maverick LWB 2.4i 1993 Manual 5 doors specs;"1993 - 1995
5 doors, SUV";;€ 30.989;n/a;€ 242 - € 272;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;91 kw (124 hp);91;160 km/h;14,0 s;n.b.;4;3;2389 cc;89,0 x 96,0 mm;8,6 :1;- l/100km;- l/100km;;- g/km;;;;;;torsion bar;coil springs;yes;3,59:1;2,25:1;1,42:1;1,00:1;0,82:1;1720 kg;860 kg;2580 kg;- kg;- kg;115-1900 l;;;1810 mm;;4585 mm;1735 mm;2650 mm;1455 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;€ 903;€ 903;n/a;n/a;15.000 km / 1 year;3 year, unlimited;6 year;€ 30.989;;;;;;;;;€ 335;€ 0;€ 71;€ 315;€ 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 30.989;€ 30.353;€ 30.353;;;;;;;;;;;;;;;;;;;;;;;;
3729;3729;Ford Maverick LWB 2.4i 1996 Manual 5 doors specs;"1996 - 1998
5 doors, SUV";;€ 29.945;n/a;€ 242 - € 272;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;87 kw (118 hp);87;160 km/h;14,3 s;n.b.;4, in line;3;2389 cc;89,0 x 96,0 mm;8,6 :1;15,8 l/100km;10,3 l/100km;;- g/km;;;;;;torsion bar;coil springs;yes;3,59:1;2,25:1;1,42:1;1,00:1;0,82:1;1735 kg;775 kg;2510 kg;- kg;- kg;115-1900 l;;;1850 mm;;4665 mm;1755 mm;2650 mm;1455 mm;;;;;;not tested;€ 1.357;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(driver);yes(driver);n/a;n/a;n/a;yes(adjustable);€ 903;€ 903;n/a;n/a;15.000 km / 1 year;3 year, unlimited;6 year;€ 29.945;;;;;;;;;€ 320;€ 0;€ 69;€ 313;€ 65;;;;;;;;;;;;;;;;;;;;;;;;;€ 29.945;€ 29.945;;;;;€ 29.945;;;;;;;;;;;;;;;;;;;;;;;;;;;
3730;3730;Ford Mondeo Wagon 1.0 EcoBoost Trend 2014 Manual 5 doors specs;"2015 - 2017
5 doors, Station wagon";;€ 31.925;n/a;€ 178 - € 200;5-doors, station wagon;6 speed manual transmission;front;fuel engine;gasoline;92 kw (125 hp);92;195 km/h;12,1 s;n.b.;3, in line;4;998 cc;71,9 x 82,0 mm;10,0 :1;6,2 l/100km;4,6 l/100km;;120 g/km;a;;;;;coil springs;coil springs;yes;3,73:1;2,05:1;1,36:1;1,03:1;0,82:1;1376 kg;854 kg;2230 kg;- kg;- kg;525-1630 l;;;1501 mm;600 mm;4867 mm;1852 mm;2850 mm;1599 mm;910-1140 mm;940-1020 mm;650 mm;525 mm;555 mm;*****;yes;yes;yes;n/a;yes;yes;no;n/a;yes(front & rear);yes(driver);yes(driver);n/a;no;n/a;yes(adjustable);n/a;n/a;€ 1.275;€ 350;20.000 km / 1 year;2 year, unlimited;12 year;€ 31.925;;;;;;;;;€ 394;€ 59;€ 67;€ 133;€ 57;;;;;;;;;€ 30.395;€ 12.700;;;;;;;;;;;;;;;;;;;€ 31.075;€ 14.900;;;;;;;;€ 31.925;€ 17.600;;;;;;;;;;;;;;;;;;;
3731;3731;Ford Probe 16V 1994 Manual 3 doors specs;"1994 - 1997
3 doors, Coupe";;€ 20.416;n/a;€ 136 - € 152;3-doors, coupé;5 speed manual transmission;front;fuel engine;gasoline;85 kw (116 hp);85;204 km/h;10,6 s;n.b.;4, in line;4;1991 cc;83,0 x 92,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,31:1;1,83:1;1,23:1;0,91:1;0,72:1;1220 kg;400 kg;1620 kg;- kg;- kg;360-1000 l;;;1310 mm;;4585 mm;1780 mm;2614 mm;1510 mm;;;;;;not tested;yes;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);yes(driver);n/a;n/a;n/a;yes(adjustable);yes;€ 903;n/a;n/a;10.000 km / 1 year;1 year, unlimited;6 year;€ 20.416;;;;;;;;;€ 252;€ 0;€ 48;€ 215;€ 51;;;;;;;;;;;;;;;;;;;;;;;;;;€ 20.416;;;;;€ 24.046;€ 26.771;€ 25.861;;;;;;;;;;;;;;;;;;;;;;;;;
3732;3732;Ford Taunus 1.3 L 1979 Manual 2 doors specs;"1979 - 1982
2 doors, Sedan";;€ 9.305;n/a;€ 93 - € 104;2-doors, sedan;4 speed manual transmission;rear;fuel engine;gasoline;43 kw (59 hp);43;142 km/h;17,7 s;n.b.;4, in line;2;1294 cc;79,0 x 66,0 mm;8,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;965 kg;515 kg;1480 kg;- kg;- kg;483 l;;;1363 mm;;4340 mm;1706 mm;2579 mm;1445 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;1 year;€ 9.305;;;;;;;;;€ 113;€ 0;€ 28;€ 248;€ 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3733;3733;Ford Taunus 1.3 L 1979 Manual 4 doors specs;"1979 - 1982
4 doors, Sedan";;€ 9.724;n/a;€ 93 - € 104;4-doors,  sedan;4 speed manual transmission;rear;fuel engine;gasoline;43 kw (59 hp);43;142 km/h;17,7 s;n.b.;4, in line;2;1294 cc;79,0 x 66,0 mm;8,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;985 kg;495 kg;1480 kg;- kg;- kg;483 l;;;1363 mm;;4340 mm;1706 mm;2579 mm;1445 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;1 year;€ 9.724;;;;;;;;;€ 119;€ 0;€ 29;€ 248;€ 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3734;3734;Ford Taunus Stationwagon 1.3 L 1979 Manual 5 doors specs;"1979 - 1982
5 doors, Station wagon";;€ 10.763;n/a;€ 93 - € 104;5-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;43 kw (59 hp);43;138 km/h;19,2 s;n.b.;4, in line;2;1294 cc;79,0 x 66,0 mm;8,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;1050 kg;630 kg;1680 kg;- kg;- kg;943-1778 l;;;1363 mm;;4440 mm;1706 mm;2579 mm;1445 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;1 year;€ 10.763;;;;;;;;;€ 133;€ 0;€ 31;€ 248;€ 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3735;3735;Ford Transit Kombi L2H2 310 FWD 2.2 TDCi 100hp Ambiente 2014 Manual 4 doors specs;"2014 - 2016
4 doors, Passenger bus";;€ 55.278;n/a;€ 564 - € 603;4-doors, bus;6 speed manual transmission;front;fuel engine;diesel;74 kw (100 hp);74;- km/h;- s;n.b.;4, in line;4;2198 cc;n.b.;n.b.;7,7 l/100km;6,9 l/100km;;190 g/km;b;;;;;coil springs;leaf springs;yes;;;;;;1964 kg;1136 kg;3100 kg;1650 kg;1725 kg;9300 l;3044 mm / 3044;1392 mm / 1784;2490 mm;511 mm;5531 mm;2059 mm;3300 mm;- mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;15.000 km / 1 year;2 year, unlimited;8 year;€ 55.278;;;;;;;;;;€ 188;€ 109;€ 151;€ 60;;;;;€ 47.476;;€ 0;;€ 47.476;€ 0;;;;;;;;;;;;;;;;;;;€ 55.278;€ 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
